0.0,4.017052154195011,car
6.989206349206349,10.00780045351474,people speaking
10.983038548752834,15.000090702947846,people walking
15.998548752834468,24.009433106575965,car
24.98467120181406,37.01260770975057,people walking
38.98630385487528,83.01133786848072,large vehicle
88.97886621315193,100.00834467120181,people walking
100.98358276643991,113.01151927437643,large vehicle
124.99301587301588,134.002358276644,large vehicle
134.9775963718821,143.0117006802721,people walking
146.98231292517008,186.0150566893424,large vehicle
207.9114739229025,237.9116553287982,people speaking
240.90702947845804,247.91945578231292,car
262.89632653061227,269.93197278911566,people walking
279.8933333333333,281.91346938775513,people speaking
303.9027664399093,311.9136507936508,large vehicle
317.90439909297055,329.93233560090704,car
331.9060317460318,357.91238095238094,people speaking
367.8969614512472,372.91247165532883,car
373.91092970521544,387.91256235827666,people speaking
