0.023219954648526078,11.77251700680272,large vehicle
11.888616780045352,17.832925170068027,large vehicle
17.2756462585034,17.740045351473924,car
17.832925170068027,18.15800453514739,car
18.599183673469387,20.224580498866214,car
20.13170068027211,23.61469387755102,large vehicle
23.777233560090703,107.02077097505669,large vehicle
27.329886621315193,27.46920634920635,people speaking
107.06721088435374,109.73750566893425,large vehicle
109.96970521541951,112.89541950113379,car
112.94185941043084,118.16634920634921,car
117.86448979591837,118.83972789115647,large vehicle
118.88616780045352,145.14793650793652,large vehicle
145.03183673469388,146.33215419501133,brakes squeaking
145.7516553287982,196.1621768707483,large vehicle
146.77333333333334,150.3027664399093,brakes squeaking
150.465306122449,150.5814058956916,brakes squeaking
151.92816326530613,152.1835827664399,brakes squeaking
152.39256235827665,152.76408163265307,brakes squeaking
158.66195011337868,160.56598639455783,brakes squeaking
